Age,Year,Life_Expectancy
30,1987,46.0
30,1988,46.8
30,1989,46.6
30,1990,47.1
30,1991,47.4
30,1992,46.9
30,1993,47.5
30,1994,48.0
30,1995,48.1
30,1996,48.1
30,1997,48.2
30,1998,48.4
30,1999,49.1
30,2000,49.1
30,2001,49.3
30,2002,49.3
30,2003,48.8
30,2004,50.2
30,2005,50.4
30,2006,50.1
30,2007,50.3
30,2008,51.5
30,2009,51.5
30,2010,51.5
30,2011,51.8
30,2012,52.1
30,2013,52.6
30,2014,52.9
30,2015,53.0
30,2016,53.3
30,2017,52.8
30,2018,53.0
30,2019,53.4
30,2020,52.8
30,2021,53.2
30,2022,53.7
30,2023,54.0
31,1971,41.5
31,1972,42.1
31,1973,42.3
31,1974,42.2
31,1975,42.2
31,1976,42.2
31,1977,43.1
31,1978,43.2
31,1979,44.0
31,1980,43.8
31,1981,44.0
31,1982,43.9
31,1983,44.3
31,1984,44.4
31,1985,44.7
31,1986,45.1
31,1987,45.1
31,1988,45.8
31,1989,45.7
31,1990,46.2
31,1991,46.5
31,1992,45.9
31,1993,46.6
31,1994,47.0
31,1995,47.1
31,1996,47.1
31,1997,47.3
31,1998,47.5
31,1999,48.2
31,2000,48.2
31,2001,48.3
31,2002,48.4
31,2003,47.8
31,2004,49.3
31,2005,49.4
31,2006,49.1
31,2007,49.3
31,2008,50.5
31,2009,50.5
31,2010,50.6
31,2011,50.9
31,2012,51.1
31,2013,51.6
31,2014,51.9
31,2015,52.0
31,2016,52.3
31,2017,51.8
31,2018,52.0
31,2019,52.4
31,2020,51.8
31,2021,52.3
31,2022,52.7
31,2023,53.0
32,1971,40.6
32,1972,41.1
32,1973,41.3
32,1974,41.2
32,1975,41.3
32,1976,41.3
32,1977,42.2
32,1978,42.2
32,1979,43.0
32,1980,42.9
32,1981,43.1
32,1982,42.9
32,1983,43.4
32,1984,43.5
32,1985,43.8
32,1986,44.1
32,1987,44.1
32,1988,44.9
32,1989,44.7
32,1990,45.2
32,1991,45.5
32,1992,45.0
32,1993,45.6
32,1994,46.1
32,1995,46.2
32,1996,46.1
32,1997,46.3
32,1998,46.5
32,1999,47.2
32,2000,47.2
32,2001,47.3
32,2002,47.4
32,2003,46.9
32,2004,48.3
32,2005,48.4
32,2006,48.1
32,2007,48.4
32,2008,49.5
32,2009,49.5
32,2010,49.6
32,2011,49.9
32,2012,50.2
32,2013,50.7
32,2014,51.0
32,2015,51.0
32,2016,51.4
32,2017,50.8
32,2018,51.0
32,2019,51.4
32,2020,50.9
32,2021,51.3
32,2022,51.7
32,2023,52.0
33,1971,39.6
33,1972,40.2
33,1973,40.4
33,1974,40.2
33,1975,40.3
33,1976,40.3
33,1977,41.3
33,1978,41.3
33,1979,42.1
33,1980,41.9
33,1981,42.1
33,1982,42.0
33,1983,42.4
33,1984,42.5
33,1985,42.8
33,1986,43.2
33,1987,43.1
33,1988,43.9
33,1989,43.8
33,1990,44.3
33,1991,44.6
33,1992,44.0
33,1993,44.7
33,1994,45.1
33,1995,45.2
33,1996,45.2
33,1997,45.4
33,1998,45.6
33,1999,46.2
33,2000,46.3
33,2001,46.4
33,2002,46.5
33,2003,45.9
33,2004,47.3
33,2005,47.4
33,2006,47.2
33,2007,47.4
33,2008,48.5
33,2009,48.6
33,2010,48.6
33,2011,48.9
33,2012,49.2
33,2013,49.7
33,2014,50.0
33,2015,50.0
33,2016,50.4
33,2017,49.8
33,2018,50.1
33,2019,50.4
33,2020,49.9
33,2021,50.3
33,2022,50.8
33,2023,51.0
34,1971,38.7
34,1972,39.2
34,1973,39.5
34,1974,39.3
34,1975,39.4
34,1976,39.3
34,1977,40.3
34,1978,40.4
34,1979,41.2
34,1980,40.9
34,1981,41.1
34,1982,41.0
34,1983,41.5
34,1984,41.5
34,1985,41.9
34,1986,42.2
34,1987,42.2
34,1988,42.9
34,1989,42.8
34,1990,43.3
34,1991,43.7
34,1992,43.1
34,1993,43.7
34,1994,44.2
34,1995,44.3
34,1996,44.3
34,1997,44.4
34,1998,44.6
34,1999,45.3
34,2000,45.3
34,2001,45.5
34,2002,45.5
34,2003,45.0
34,2004,46.4
34,2005,46.5
34,2006,46.2
34,2007,46.5
34,2008,47.5
34,2009,47.6
34,2010,47.6
34,2011,47.9
34,2012,48.2
34,2013,48.7
34,2014,49.0
34,2015,49.0
34,2016,49.4
34,2017,48.8
34,2018,49.1
34,2019,49.4
34,2020,48.9
34,2021,49.3
34,2022,49.8
34,2023,50.0
35,1971,37.8
35,1972,38.3
35,1973,38.6
35,1974,38.3
35,1975,38.5
35,1976,38.4
35,1977,39.4
35,1978,39.4
35,1979,40.3
35,1980,40.0
35,1981,40.2
35,1982,40.0
35,1983,40.5
35,1984,40.6
35,1985,40.9
35,1986,41.2
35,1987,41.3
35,1988,42.0
35,1989,41.9
35,1990,42.3
35,1991,42.7
35,1992,42.2
35,1993,42.8
35,1994,43.2
35,1995,43.3
35,1996,43.4
35,1997,43.4
35,1998,43.7
35,1999,44.3
35,2000,44.4
35,2001,44.5
35,2002,44.5
35,2003,44.0
35,2004,45.4
35,2005,45.5
35,2006,45.2
35,2007,45.5
35,2008,46.6
35,2009,46.6
35,2010,46.7
35,2011,46.9
35,2012,47.2
35,2013,47.8
35,2014,48.0
35,2015,48.0
35,2016,48.4
35,2017,47.9
35,2018,48.1
35,2019,48.5
35,2020,47.9
35,2021,48.3
35,2022,48.8
35,2023,49.1
36,1971,36.8
36,1972,37.4
36,1973,37.6
36,1974,37.4
36,1975,37.6
36,1976,37.5
36,1977,38.5
36,1978,38.4
36,1979,39.3
36,1980,39.0
36,1981,39.2
36,1982,39.1
36,1983,39.6
36,1984,39.7
36,1985,40.0
36,1986,40.3
36,1987,40.3
36,1988,41.0
36,1989,40.9
36,1990,41.4
36,1991,41.8
36,1992,41.2
36,1993,41.8
36,1994,42.3
36,1995,42.4
36,1996,42.4
36,1997,42.5
36,1998,42.7
36,1999,43.4
36,2000,43.4
36,2001,43.5
36,2002,43.6
36,2003,43.0
36,2004,44.5
36,2005,44.5
36,2006,44.3
36,2007,44.5
36,2008,45.6
36,2009,45.6
36,2010,45.7
36,2011,46.0
36,2012,46.3
36,2013,46.8
36,2014,47.1
36,2015,47.1
36,2016,47.4
36,2017,46.9
36,2018,47.2
36,2019,47.5
36,2020,47.0
36,2021,47.3
36,2022,47.8
36,2023,48.1
37,1971,35.9
37,1972,36.5
37,1973,36.7
37,1974,36.4
37,1975,36.6
37,1976,36.5
37,1977,37.6
37,1978,37.5
37,1979,38.4
37,1980,38.1
37,1981,38.2
37,1982,38.1
37,1983,38.6
37,1984,38.7
37,1985,39.0
37,1986,39.4
37,1987,39.4
37,1988,40.1
37,1989,40.0
37,1990,40.5
37,1991,40.9
37,1992,40.3
37,1993,40.9
37,1994,41.4
37,1995,41.4
37,1996,41.5
37,1997,41.5
37,1998,41.8
37,1999,42.4
37,2000,42.4
37,2001,42.6
37,2002,42.6
37,2003,42.1
37,2004,43.5
37,2005,43.6
37,2006,43.3
37,2007,43.5
37,2008,44.6
37,2009,44.7
37,2010,44.7
37,2011,45.0
37,2012,45.3
37,2013,45.8
37,2014,46.1
37,2015,46.1
37,2016,46.4
37,2017,45.9
37,2018,46.2
37,2019,46.5
37,2020,46.0
37,2021,46.4
37,2022,46.8
37,2023,47.1
38,1971,35.0
38,1972,35.5
38,1973,35.8
38,1974,35.5
38,1975,35.6
38,1976,35.6
38,1977,36.6
38,1978,36.6
38,1979,37.5
38,1980,37.2
38,1981,37.3
38,1982,37.2
38,1983,37.7
38,1984,37.8
38,1985,38.1
38,1986,38.4
38,1987,38.4
38,1988,39.1
38,1989,39.0
38,1990,39.5
38,1991,40.0
38,1992,39.4
38,1993,39.9
38,1994,40.4
38,1995,40.5
38,1996,40.5
38,1997,40.6
38,1998,40.9
38,1999,41.4
38,2000,41.5
38,2001,41.6
38,2002,41.7
38,2003,41.1
38,2004,42.5
38,2005,42.6
38,2006,42.4
38,2007,42.6
38,2008,43.6
38,2009,43.7
38,2010,43.8
38,2011,44.0
38,2012,44.3
38,2013,44.8
38,2014,45.1
38,2015,45.1
38,2016,45.5
38,2017,44.9
38,2018,45.2
38,2019,45.5
38,2020,45.0
38,2021,45.4
38,2022,45.8
38,2023,46.1
39,1971,34.1
39,1972,34.6
39,1973,34.9
39,1974,34.6
39,1975,34.7
39,1976,34.7
39,1977,35.7
39,1978,35.7
39,1979,36.5
39,1980,36.2
39,1981,36.4
39,1982,36.2
39,1983,36.8
39,1984,36.9
39,1985,37.2
39,1986,37.5
39,1987,37.5
39,1988,38.2
39,1989,38.1
39,1990,38.6
39,1991,39.0
39,1992,38.4
39,1993,39.1
39,1994,39.5
39,1995,39.5
39,1996,39.6
39,1997,39.6
39,1998,39.9
39,1999,40.4
39,2000,40.5
39,2001,40.7
39,2002,40.7
39,2003,40.2
39,2004,41.6
39,2005,41.7
39,2006,41.4
39,2007,41.6
39,2008,42.7
39,2009,42.8
39,2010,42.8
39,2011,43.0
39,2012,43.4
39,2013,43.8
39,2014,44.1
39,2015,44.2
39,2016,44.5
39,2017,44.0
39,2018,44.2
39,2019,44.6
39,2020,44.0
39,2021,44.4
39,2022,44.9
39,2023,45.1
40,1971,33.2
40,1972,33.8
40,1973,33.9
40,1974,33.6
40,1975,33.7
40,1976,33.8
40,1977,34.8
40,1978,34.7
40,1979,35.6
40,1980,35.3
40,1981,35.5
40,1982,35.4
40,1983,35.9
40,1984,36.0
40,1985,36.2
40,1986,36.5
40,1987,36.6
40,1988,37.3
40,1989,37.1
40,1990,37.7
40,1991,38.1
40,1992,37.5
40,1993,38.1
40,1994,38.5
40,1995,38.6
40,1996,38.7
40,1997,38.7
40,1998,38.9
40,1999,39.5
40,2000,39.6
40,2001,39.7
40,2002,39.8
40,2003,39.2
40,2004,40.6
40,2005,40.8
40,2006,40.5
40,2007,40.6
40,2008,41.7
40,2009,41.8
40,2010,41.8
40,2011,42.1
40,2012,42.4
40,2013,42.9
40,2014,43.2
40,2015,43.2
40,2016,43.5
40,2017,43.0
40,2018,43.2
40,2019,43.6
40,2020,43.1
40,2021,43.4
40,2022,43.9
40,2023,44.2
41,1971,32.2
41,1972,32.9
41,1973,33.0
41,1974,32.8
41,1975,32.9
41,1976,32.9
41,1977,33.9
41,1978,33.8
41,1979,34.7
41,1980,34.4
41,1981,34.6
41,1982,34.5
41,1983,35.0
41,1984,35.1
41,1985,35.3
41,1986,35.6
41,1987,35.7
41,1988,36.4
41,1989,36.2
41,1990,36.7
41,1991,37.2
41,1992,36.6
41,1993,37.2
41,1994,37.6
41,1995,37.7
41,1996,37.7
41,1997,37.8
41,1998,38.0
41,1999,38.6
41,2000,38.6
41,2001,38.8
41,2002,38.8
41,2003,38.3
41,2004,39.7
41,2005,39.8
41,2006,39.5
41,2007,39.6
41,2008,40.7
41,2009,40.8
41,2010,40.9
41,2011,41.1
41,2012,41.5
41,2013,41.9
41,2014,42.2
41,2015,42.2
41,2016,42.5
41,2017,42.0
41,2018,42.3
41,2019,42.6
41,2020,42.1
41,2021,42.5
41,2022,42.9
41,2023,43.2
42,1971,31.3
42,1972,32.0
42,1973,32.0
42,1974,31.9
42,1975,32.0
42,1976,32.0
42,1977,33.0
42,1978,32.9
42,1979,33.8
42,1980,33.4
42,1981,33.7
42,1982,33.6
42,1983,34.1
42,1984,34.1
42,1985,34.4
42,1986,34.7
42,1987,34.7
42,1988,35.4
42,1989,35.2
42,1990,35.8
42,1991,36.2
42,1992,35.7
42,1993,36.2
42,1994,36.7
42,1995,36.7
42,1996,36.8
42,1997,36.9
42,1998,37.1
42,1999,37.6
42,2000,37.7
42,2001,37.9
42,2002,37.9
42,2003,37.3
42,2004,38.7
42,2005,38.8
42,2006,38.6
42,2007,38.7
42,2008,39.8
42,2009,39.9
42,2010,39.9
42,2011,40.1
42,2012,40.5
42,2013,41.0
42,2014,41.3
42,2015,41.3
42,2016,41.6
42,2017,41.1
42,2018,41.3
42,2019,41.6
42,2020,41.1
42,2021,41.5
42,2022,41.9
42,2023,42.2
43,1971,30.4
43,1972,31.1
43,1973,31.2
43,1974,31.0
43,1975,31.1
43,1976,31.1
43,1977,32.1
43,1978,32.0
43,1979,32.9
43,1980,32.5
43,1981,32.8
43,1982,32.7
43,1983,33.2
43,1984,33.2
43,1985,33.5
43,1986,33.7
43,1987,33.8
43,1988,34.5
43,1989,34.3
43,1990,34.9
43,1991,35.3
43,1992,34.8
43,1993,35.3
43,1994,35.8
43,1995,35.8
43,1996,35.9
43,1997,35.9
43,1998,36.2
43,1999,36.7
43,2000,36.8
43,2001,36.9
43,2002,36.9
43,2003,36.4
43,2004,37.8
43,2005,37.9
43,2006,37.7
43,2007,37.7
43,2008,38.8
43,2009,38.9
43,2010,38.9
43,2011,39.2
43,2012,39.5
43,2013,40.0
43,2014,40.3
43,2015,40.3
43,2016,40.6
43,2017,40.1
43,2018,40.3
43,2019,40.7
43,2020,40.2
43,2021,40.6
43,2022,41.0
43,2023,41.3
44,1971,29.5
44,1972,30.1
44,1973,30.3
44,1974,30.1
44,1975,30.2
44,1976,30.2
44,1977,31.2
44,1978,31.1
44,1979,31.9
44,1980,31.6
44,1981,31.9
44,1982,31.8
44,1983,32.3
44,1984,32.3
44,1985,32.6
44,1986,32.8
44,1987,32.9
44,1988,33.6
44,1989,33.4
44,1990,34.0
44,1991,34.4
44,1992,33.9
44,1993,34.4
44,1994,34.9
44,1995,34.9
44,1996,35.0
44,1997,35.0
44,1998,35.3
44,1999,35.8
44,2000,35.8
44,2001,36.0
44,2002,36.0
44,2003,35.5
44,2004,36.8
44,2005,36.9
44,2006,36.7
44,2007,36.8
44,2008,37.9
44,2009,37.9
44,2010,38.0
44,2011,38.2
44,2012,38.5
44,2013,39.0
44,2014,39.4
44,2015,39.4
44,2016,39.7
44,2017,39.1
44,2018,39.4
44,2019,39.7
44,2020,39.2
44,2021,39.6
44,2022,40.0
44,2023,40.3
45,1971,28.7
45,1972,29.3
45,1973,29.4
45,1974,29.2
45,1975,29.3
45,1976,29.4
45,1977,30.4
45,1978,30.2
45,1979,31.0
45,1980,30.7
45,1981,31.0
45,1982,30.9
45,1983,31.4
45,1984,31.3
45,1985,31.7
45,1986,31.9
45,1987,32.0
45,1988,32.7
45,1989,32.5
45,1990,33.1
45,1991,33.6
45,1992,33.0
45,1993,33.5
45,1994,34.0
45,1995,34.0
45,1996,34.0
45,1997,34.1
45,1998,34.4
45,1999,34.8
45,2000,35.0
45,2001,35.1
45,2002,35.1
45,2003,34.5
45,2004,35.9
45,2005,36.0
45,2006,35.8
45,2007,35.8
45,2008,36.9
45,2009,37.0
45,2010,37.1
45,2011,37.3
45,2012,37.6
45,2013,38.1
45,2014,38.4
45,2015,38.4
45,2016,38.7
45,2017,38.2
45,2018,38.4
45,2019,38.7
45,2020,38.2
45,2021,38.6
45,2022,39.0
45,2023,39.4
46,1971,27.8
46,1972,28.4
46,1973,28.5
46,1974,28.3
46,1975,28.5
46,1976,28.5
46,1977,29.4
46,1978,29.3
46,1979,30.1
46,1980,29.8
46,1981,30.1
46,1982,29.9
46,1983,30.5
46,1984,30.4
46,1985,30.8
46,1986,31.0
46,1987,31.1
46,1988,31.8
46,1989,31.6
46,1990,32.2
46,1991,32.7
46,1992,32.0
46,1993,32.6
46,1994,33.0
46,1995,33.1
46,1996,33.1
46,1997,33.2
46,1998,33.5
46,1999,33.9
46,2000,34.0
46,2001,34.2
46,2002,34.2
46,2003,33.6
46,2004,35.0
46,2005,35.0
46,2006,34.9
46,2007,34.9
46,2008,36.0
46,2009,36.1
46,2010,36.1
46,2011,36.3
46,2012,36.6
46,2013,37.1
46,2014,37.5
46,2015,37.5
46,2016,37.8
46,2017,37.2
46,2018,37.5
46,2019,37.7
46,2020,37.3
46,2021,37.7
46,2022,38.1
46,2023,38.4
47,1971,26.9
47,1972,27.6
47,1973,27.6
47,1974,27.5
47,1975,27.6
47,1976,27.6
47,1977,28.5
47,1978,28.4
47,1979,29.2
47,1980,29.0
47,1981,29.2
47,1982,29.0
47,1983,29.6
47,1984,29.5
47,1985,29.9
47,1986,30.1
47,1987,30.2
47,1988,30.9
47,1989,30.7
47,1990,31.3
47,1991,31.7
47,1992,31.2
47,1993,31.7
47,1994,32.2
47,1995,32.2
47,1996,32.2
47,1997,32.3
47,1998,32.6
47,1999,33.0
47,2000,33.1
47,2001,33.3
47,2002,33.3
47,2003,32.7
47,2004,34.1
47,2005,34.1
47,2006,34.0
47,2007,34.0
47,2008,35.0
47,2009,35.1
47,2010,35.2
47,2011,35.4
47,2012,35.7
47,2013,36.2
47,2014,36.5
47,2015,36.5
47,2016,36.8
47,2017,36.3
47,2018,36.5
47,2019,36.8
47,2020,36.3
47,2021,36.7
47,2022,37.1
47,2023,37.4
48,1971,26.1
48,1972,26.7
48,1973,26.7
48,1974,26.6
48,1975,26.7
48,1976,26.7
48,1977,27.6
48,1978,27.6
48,1979,28.3
48,1980,28.1
48,1981,28.4
48,1982,28.2
48,1983,28.7
48,1984,28.7
48,1985,29.0
48,1986,29.2
48,1987,29.4
48,1988,30.0
48,1989,29.8
